"","lat","lon"
"696",37.9642529,-91.8318334
"697",42.5005583,-90.6645718
"698",39.1547426,-77.2405153
"699",41.8780025,-93.097702
"700",43.653226,-79.3831843
"701",38.8462236,-77.3063733
"702",41.9219522,-91.4168371
"703",38.8942786,-77.4310992
"704",38.9071923,-77.0368707
"705",38.9071923,-77.0368707
"706",40.2671941,-86.1349019
"707",35.1168131,-80.7236804
"708",51.253775,-85.323214
"709",36.1904225,-95.8894093
"710",39.7294319,-104.8319195
"711",41.7435073,-88.0118473
"712",38.3031837,-77.4605399
"713",41.5236437,-90.5776367
"714",39.7392358,-104.990251
"715",38.7073379,-77.0230313
"716",39.7392358,-104.990251
"717",38.8648561,-77.8577673
"718",39.0457549,-76.6412712
"719",39.0066993,-77.4291298
"720",33.7489954,-84.3879824
"721",41.7713764,-93.7129997
"722",39.4622357,-76.2772223
"723",34.5029145,-81.6114932
"724",31.9685988,-99.9018131
"725",39.7392358,-104.990251
"726",42.0307812,-93.6319131
"727",43.0389025,-87.9064736
"728",42.3736158,-71.1097335
"729",36.778261,-119.4179324
"730",40.813616,-96.7025955
"731",42.0307812,-93.6319131
"732",40.6781784,-73.9441579
"733",43.7844397,-88.7878678
"734",40.0149856,-105.2705456
"735",39.9611755,-82.9987942
"736",43.653226,-79.3831843
"737",39.9525839,-75.1652215
"738",38.9071923,-77.0368707
"739",40.5852602,-105.084423
"740",41.49932,-81.6943605
"741",31.9685988,-99.9018131
"742",33.7489954,-84.3879824
"743",39.2903848,-76.6121893
"744",40.813616,-96.7025955
"745",39.755543,-105.2210997
"746",41.8781136,-87.6297982
"747",36.3320196,-94.1185366
"748",36.082156,-94.1718542
"749",39.2667418,-81.5615135
"750",31.9685988,-99.9018131
"751",43.4516395,-80.4925337
"752",40.5875371,-86.6750059
"753",51.38847,-0.416969
"754",38.9071923,-77.0368707
"755",42.3600825,-71.0588801
"756",38.9071923,-77.0368707
"757",42.3211522,-85.1797142
"758",38.9071923,-77.0368707
"759",39.7047095,-105.0813734
"760",39.7392358,-104.990251
"761",51.253775,-85.323214
"762",31.9685988,-99.9018131
"763",37.8393332,-84.2700179
"764",39.7392358,-104.990251
"765",45.5016889,-73.567256
"766",44.8341302,-87.3770488
"767",41.8780025,-93.097702
"768",42.5673417,-79.1126334
"769",39.7392358,-104.990251
"770",39.7392358,-104.990251
"771",41.8781136,-87.6297982
"772",41.079273,-85.1393513
"773",42.2711311,-89.0939952
"774",29.7604267,-95.3698028
"775",35.7574629,-86.5313906
"776",29.7604267,-95.3698028
"777",44.977753,-93.2650108
"778",38.9071923,-77.0368707
"779",26.7153424,-80.0533746
"780",41.079273,-85.1393513
"781",44.6487635,-63.5752387
"782",35.2225668,-97.4394777
"783",40.5091468,-74.2428535
"784",33.7489954,-84.3879824
"785",33.7489954,-84.3879824
"786",41.012833,-81.6051221
"787",39.9868904,-75.4007058
"788",37.0619736,-97.0383712
"789",46.729553,-94.6858998
"790",31.9685988,-99.9018131
"791",40.4292359,-79.9858859
"792",31.9685988,-99.9018131
"793",42.3600825,-71.0588801
"794",33.5185892,-86.8103567
"795",42.3600825,-71.0588801
"796",38.9071923,-77.0368707
"797",40.813616,-96.7025955
"798",41.2565369,-95.9345034
"799",41.8239203,-87.8517253
"800",36.1539816,-95.992775
"801",41.2565369,-95.9345034
"802",26.640628,-81.8723084
"803",40.7127753,-74.0059728
"804",35.5174913,-86.5804473
"805",43.0389025,-87.9064736
"806",31.9685988,-99.9018131
"807",-17.1927361,-70.9328138
"808",40.0583238,-74.4056612
"809",43.7844397,-88.7878678
"810",40.6331249,-89.3985283
"811",31.9685988,-99.9018131
"812",40.4406248,-79.9958864
"813",36.4142281,-85.4416363
"814",40.1164204,-88.2433829
"815",35.0456297,-85.3096801
"816",53.544389,-113.4909267
"817",39.5500507,-105.7820674
"818",42.3736158,-71.1097335
"819",38.5126456,-90.4429881
"820",44.9591352,-89.6301221
"821",39.0997265,-94.5785667
"822",38.6270025,-90.1994042
"823",35.2225668,-97.4394777
"824",43.5473028,-96.728333
"825",39.8403147,-88.9548001
"826",36.1539816,-95.992775
"827",36.778261,-119.4179324
"828",40.6917331,-80.0625592
"829",32.715738,-117.1610838
"830",40.4406248,-79.9958864
"831",40.5852602,-105.084423
"832",40.1933767,-85.3863599
"833",43.0389025,-87.9064736
"834",38.9756745,-77.6418724
"835",40.813616,-96.7025955
"836",41.4925374,-99.9018131
"837",41.4302973,-97.3593904
"838",41.8794758,-87.81367
"839",40.789142,-73.134961
"840",39.011902,-98.4842465
"841",35.4675602,-97.5164276
"842",38.9071923,-77.0368707
"843",39.2461138,-94.4191177
"844",42.0953049,-87.9375694
"845",37.09024,-95.712891
"846",30.6953657,-88.0398912
"847",42.732535,-84.5555347
"848",-22.9068467,-43.1728965
"849",41.8781136,-87.6297982
"850",38.2526647,-85.7584557
"851",41.8850317,-87.7845025
"852",40.0278116,-88.5733979
"853",35.5174913,-86.5804473
"854",34.7464809,-92.2895948
"855",41.2033216,-77.1945247
"856",51.253775,-85.323214
"857",40.7127753,-74.0059728
"858",44.2619309,-88.4153847
"859",38.7892801,-77.1872036
"860",37.4315734,-78.6568942
"861",41.9125286,-88.1347927
"862",41.2565369,-95.9345034
"863",38.2967362,-85.759963
"864",36.1626638,-86.7816016
"865",42.1211364,-88.2578582
"866",44.8341639,-87.3770419
"867",38.2526647,-85.7584557
"868",39.8023363,-75.0640602
"869",43.2557206,-79.8711024
"870",43.653226,-79.3831843
"871",31.9685988,-99.9018131
"872",35.0456297,-85.3096801
"873",35.0456297,-85.3096801
"874",33.1237377,-89.0550624
"875",41.8781136,-87.6297982
"876",40.7335719,-74.0027418
"877",41.88781,-87.625263
"878",41.8781136,-87.6297982
"879",33.5510021,-79.0414261
"880",40.6677248,-111.9388258
"881",43.5473028,-96.728333
"882",43.653226,-79.3831843
"883",42.331427,-83.0457538
"884",41.1402322,-73.840231
"885",33.6598257,-85.8316318
"886",38.8791783,-99.3267702
